  preface 1: div: head	MS::28:37:54: 8, 8, 0	28::MS:37:54: 8, 5, 8	37::MS:28:54: 8, 5, 8	54::MS:28:37: 0, 8, 8
act 4 scene 1: sp: l 1206	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1206	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1207	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 4 scene 1: sp: stage	MS::28:37:54: 16, 16, 16	28::MS:37:54: 16, 0, 0	37::MS:28:54: 16, 0, 0	54::MS:28:37: 16, 0, 0
act 4 scene 1: sp: l 1208	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: stage	MS::28:37:54: 56, 56, 56	28::MS:37:54: 56, 0, 0	37::MS:28:54: 56, 0, 0	54::MS:28:37: 56, 0, 0
act 4 scene 1: sp: l 1209	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1210	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 4 scene 1: sp: l 1211	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1213	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1215	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1217	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1219	MS::28:37:54: 16, 16, 14	28::MS:37:54: 16, 0, 2	37::MS:28:54: 16, 0, 2	54::MS:28:37: 14, 2, 2
act 4 scene 1: sp: l 1219	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1221	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1222	MS::28:37:54: 3, 3, 1	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 1, 3, 3
act 4 scene 1: sp: l 1223	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 1, 0	37::MS:28:54: 1, 1, 1	54::MS:28:37: 1, 0, 1
act 4 scene 1: sp: l 1224	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1224	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: stage	MS::28:37:54: 7, 7, 7	28::MS:37:54: 7, 0, 0	37::MS:28:54: 7, 0, 0	54::MS:28:37: 7, 0, 0
act 4 scene 1: sp: l 1227	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1228	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1228	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: div: stage	MS::28:37:54: 6, 6, 6	28::MS:37:54: 6, 0, 0	37::MS:28:54: 6, 0, 0	54::MS:28:37: 6, 0, 0
act 4 scene 1: sp: stage	MS::28:37:54: 5, 5, 0	28::MS:37:54: 5, 0, 5	37::MS:28:54: 5, 0, 5	54::MS:28:37: 0, 5, 5
act 4 scene 1: sp: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 4 scene 1: sp: l 1237	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1238	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1238	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1239	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1239	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1242	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1244	MS::28:37:54: 0, 0, 1	28::MS:37:54: 0, 0, 1	37::MS:28:54: 0, 0, 1	54::MS:28:37: 1, 1, 1
act 4 scene 1: sp: l 1244	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1244	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1245	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1245	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1245	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1246	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1246	MS::28:37:54: 3, 3, 1	28::MS:37:54: 3, 0, 2	37::MS:28:54: 3, 0, 2	54::MS:28:37: 1, 2, 2
act 4 scene 1: sp: l 1247	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1247	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1248	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1248	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1249	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1250	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: div: stage	MS::28:37:54: 18, 18, 18	28::MS:37:54: 18, 0, 0	37::MS:28:54: 18, 0, 0	54::MS:28:37: 18, 0, 0
act 4 scene 1: sp: l 1253	MS::28:37:54: 20, 20, 20	28::MS:37:54: 20, 0, 0	37::MS:28:54: 20, 0, 0	54::MS:28:37: 20, 0, 0
act 4 scene 1: sp: l 1254	MS::28:37:54: 20, 20, 20	28::MS:37:54: 20, 0, 0	37::MS:28:54: 20, 0, 0	54::MS:28:37: 20, 0, 0
act 4 scene 1: sp: stage	MS::28:37:54: 38, 38, 38	28::MS:37:54: 38, 0, 0	37::MS:28:54: 38, 0, 0	54::MS:28:37: 38, 0, 0
act 4 scene 1: sp: l 1255	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1256	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1256	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1257	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1258	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1258	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1259	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1260	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 4 scene 1: sp: l 1261	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: stage	MS::28:37:54: 5, 5, 5	28::MS:37:54: 5, 0, 0	37::MS:28:54: 5, 0, 0	54::MS:28:37: 5, 0, 0
act 4 scene 1: sp: l 1265	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1265	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1267	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1267	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1269	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 4 scene 1: sp: l 1271	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: div: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 4 scene 1: sp: l 1273	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1274	MS::28:37:54: 1, 1, 3	28::MS:37:54: 1, 0, 2	37::MS:28:54: 1, 0, 2	54::MS:28:37: 3, 2, 2
act 4 scene 1: sp: l 1279	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 4 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 4 scene 1: sp: l 1281	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1281	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1281	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1282	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1285	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1286	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1289	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1290	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1291	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1292	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1292	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1293	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 4 scene 1: sp: l 1293	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1294	MS::28:37:54: 1, 1, 2	28::MS:37:54: 1, 0, 2	37::MS:28:54: 1, 0, 2	54::MS:28:37: 2, 2, 2
act 4 scene 1: sp: l 1296	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1297	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1298	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1299	MS::28:37:54: 1, 1, 2	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 2, 1, 1
act 4 scene 1: sp: l 1302	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1303	MS::28:37:54: 2, 2, 1	28::MS:37:54: 2, 0, 1	37::MS:28:54: 2, 0, 1	54::MS:28:37: 1, 1, 1
act 4 scene 1: sp: l 1303	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1304	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1304	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 2, 2, 2
act 4 scene 1: sp: l 1305	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1307	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1307	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1308	MS::28:37:54: 8, 8, 8	28::MS:37:54: 8, 0, 0	37::MS:28:54: 8, 0, 0	54::MS:28:37: 8, 0, 0
act 4 scene 1: sp: l 1309	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1310	MS::28:37:54: 3, 3, 2	28::MS:37:54: 3, 0, 1	37::MS:28:54: 3, 0, 1	54::MS:28:37: 2, 1, 1
act 4 scene 1: sp: l 1311	MS::28:37:54: 0, 0, 0	28::MS:37:54: 0, 0, 0	37::MS:28:54: 0, 0, 0	54::MS:28:37: 0, 0, 0
act 4 scene 1: sp: l 1312	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1313	MS::28:37:54: 0, 0, 0	28::MS:37:54: 0, 0, 0	37::MS:28:54: 0, 0, 0	54::MS:28:37: 0, 0, 0
act 4 scene 1: sp: l 1314	MS::28:37:54: 0, 0, 0	28::MS:37:54: 0, 0, 0	37::MS:28:54: 0, 0, 0	54::MS:28:37: 0, 0, 0
act 4 scene 1: sp: l 1315	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1316	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1317	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1318	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1319	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1320	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 4 scene 1: sp: l 1321	MS::28:37:54: 2, 2, 1	28::MS:37:54: 2, 0, 1	37::MS:28:54: 2, 0, 1	54::MS:28:37: 1, 1, 1
act 4 scene 1: sp: l 1322	MS::28:37:54: 0, 0, 0	28::MS:37:54: 0, 0, 0	37::MS:28:54: 0, 0, 0	54::MS:28:37: 0, 0, 0
act 4 scene 1: sp: l 1323	MS::28:37:54: 43, 43, 43	28::MS:37:54: 43, 0, 0	37::MS:28:54: 43, 0, 0	54::MS:28:37: 43, 0, 0
act 4 scene 1: sp: l 1324	MS::28:37:54: 35, 35, 35	28::MS:37:54: 35, 0, 0	37::MS:28:54: 35, 0, 0	54::MS:28:37: 35, 0, 0
act 4 scene 1: sp: l 1325	MS::28:37:54: 40, 40, 40	28::MS:37:54: 40, 0, 0	37::MS:28:54: 40, 0, 0	54::MS:28:37: 40, 0, 0
act 4 scene 1: sp: l 1326	MS::28:37:54: 44, 44, 44	28::MS:37:54: 44, 0, 0	37::MS:28:54: 44, 0, 0	54::MS:28:37: 44, 0, 0
act 4 scene 1: sp: l 1327	MS::28:37:54: 44, 44, 44	28::MS:37:54: 44, 0, 0	37::MS:28:54: 44, 0, 0	54::MS:28:37: 44, 0, 0
act 4 scene 1: sp: l 1328	MS::28:37:54: 44, 44, 44	28::MS:37:54: 44, 0, 0	37::MS:28:54: 44, 0, 0	54::MS:28:37: 44, 0, 0
act 4 scene 1: sp: l 1329	MS::28:37:54: 38, 38, 38	28::MS:37:54: 38, 0, 0	37::MS:28:54: 38, 0, 0	54::MS:28:37: 38, 0, 0
act 4 scene 1: sp: l 1330	MS::28:37:54: 47, 47, 47	28::MS:37:54: 47, 0, 0	37::MS:28:54: 47, 0, 0	54::MS:28:37: 47, 0, 0
act 4 scene 1: sp: l 1331	MS::28:37:54: 37, 37, 37	28::MS:37:54: 37, 0, 0	37::MS:28:54: 37, 0, 0	54::MS:28:37: 37, 0, 0
act 4 scene 1: sp: l 1332	MS::28:37:54: 50, 50, 50	28::MS:37:54: 50, 0, 0	37::MS:28:54: 50, 0, 0	54::MS:28:37: 50, 0, 0
act 4 scene 1: sp: l 1333	MS::28:37:54: 31, 31, 31	28::MS:37:54: 31, 0, 0	37::MS:28:54: 31, 0, 0	54::MS:28:37: 31, 0, 0
act 4 scene 1: sp: l 1334	MS::28:37:54: 12, 12, 12	28::MS:37:54: 12, 0, 0	37::MS:28:54: 12, 0, 0	54::MS:28:37: 12, 0, 0
act 4 scene 1: sp: stage	MS::28:37:54: 10, 10, 10	28::MS:37:54: 10, 0, 0	37::MS:28:54: 10, 0, 0	54::MS:28:37: 10, 0, 0
act 4 scene 1: sp: l 1335	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1335	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1337	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1338	MS::28:37:54: 5, 5, 15	28::MS:37:54: 5, 0, 15	37::MS:28:54: 5, 0, 15	54::MS:28:37: 15, 15, 15
act 4 scene 1: sp: l 1340	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1342	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1344	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1346	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1347	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1347	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1348	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1351	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1351	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1352	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1353	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1353	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 4 scene 1: sp: l 1356	MS::28:37:54: 2, 2, 1	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 1, 2, 2
act 4 scene 1: sp: l 1357	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1358	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 4 scene 1: sp: l 1358	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1360	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1360	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1363	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1363	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1363	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1364	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 4 scene 1: sp: l 1364	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: sp: l 1366	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 4 scene 1: div: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 4 scene 2: div: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
